dining_hall_name,meal_type,id,category_name,category_id,name,mrn,mrn_full,desc,webtrition_id,sort_order,portion,qty,ingredients,custom_allergens,calories
allison,Dinner,670ab1f42b7b7acd385eadb2,Composed Salad,66e1fc2de45d43074be3a10e,Chopped Iceberg Lettuce,62522,62522.0,,,2,1 cup,,Lettuce,,10
allison,Dinner,670ab1f42b7b7acd385eadae,Composed Salad,66e1fc2de45d43074be3a10e,Spring Mix,47795,47795.1,,,3,1 cup,,Spring Lettuce Salad Mix,,5
allison,Dinner,670ab1f42b7b7acd385eab07,Bakery-Dessert,66e1fc2de45d43074be3a0fc,Regular Vegan Tofu Carrot Cupcakes					,102820,102820.3,,,1,4 oz portion,,"Carrots, All Purpose Flour, Vanilla Icing, Tofu, Raisins, Brown Sugar (sugar, cane syrups), Orange Juice, Canola Oil, Vanilla Extract, Baking Powder, Salt, Baking Soda, Cinnamon",,330
allison,Dinner,670ab1f42b7b7acd385eab0f,Bakery-Dessert,66e1fc2de45d43074be3a0fc,Blondies,4647,4647.9,Simple and tasty blondie that can be jazzed up to your liking.,,2,1 serving(s),,"Yellow Cake Mix, Liquid Egg, Brown Sugar (sugar, cane syrups), Butter",,340
allison,Dinner,670ab1f42b7b7acd385eab1f,Bakery-Dessert,66e1fc2de45d43074be3a0fc,Double Chocolate Chip Cookies,1102,1102.5,,,3,1 each,,Double Chocolate Chip Cookie Dough,,120
allison,Dinner,670ab1f42b7b7acd385eadba,Soup,66e1fc2de45d43074be3a10f,"Crackers, Saltine, 2 CT, Zesta",1909,1909.0,,,1,1 each,,"Enriched flour (wheat flour, niacin, reduced iron, vitamin B1 [thiamin mononitrate], vitamin B2 [riboflavin], folic acid), soybean oil (with TBHQ for freshness), salt, corn syrup. Contains 2% or less of baking soda, yeast, soy lecithin.
Contains: Wheat, Soy. ",,25
allison,Dinner,670ab1f42b7b7acd385ead98,Soup,66e1fc2de45d43074be3a10f,Three Bean Vegetable Minestrone,102076,102076.0,"Fresh vegetables, cannellni beans, chickpeas, kidney beans, and fresh herbs",,2,4 ounce,,"Water, Diced tomatoes (tomatoes, tomato juice, calcium chloride, citric acid), Cannellini Beans (White Kidney Beans, Water, Salt, Calcium Chloride, Disodium Edta), Kidney Beans, Chick peas (Chick Peas, Water, Salt, Mustard, Calcium Chloride, Disodium EDTA), Onions, Tomato puree (tomato puree, water, tomato paste, citric acid), Squash, Carrots, Green Beans, Zucchini, Celery, Pasta, Vegetable Base, Canola Oil, Salt, Green Onions, Garlic, Bay Leaf, Garlic, Basil, Parsley, White Wine Vinegar, Fresh Ground Black Pepper, Granulated Onion, Basil, Oregano, Red Pepper",,60
allison,Dinner,670ab1f42b7b7acd385ead92,Soup,66e1fc2de45d43074be3a10f,Avgolemono,66509,66509.0,Traditional Greek lemony chicken soup thickened with egg,,3,1-1/2 cup,,"Waters, Chicken, Chicken Bones, Egg, Onions, Lemon Juice, Carrots, Celery, Parsley, Garlic, Salt, Dill, Thyme, Bay Leaf, Black Pepper, Black Pepper",,80
allison,Dinner,670ab1f42b7b7acd385eac0f,Pantry 1,66e1fc2de45d43074be3a10a,English Muffin,63633,63633.0,,,1,1 each,,English Muffin,,150
allison,Dinner,670ab1f42b7b7acd385eac29,Pantry 1,66e1fc2de45d43074be3a10a,White Bread,1251,1251.0,,,2,2 slice,,White Bread,,150
allison,Dinner,670ab1f42b7b7acd385eac20,Pantry 1,66e1fc2de45d43074be3a10a,Whole Wheat Bread,1390,1390.6,,,3,2 slice,,Whole Wheat Bread,,150
allison,Dinner,670ab1f42b7b7acd385eac1e,Pantry 1,66e1fc2de45d43074be3a10a,Plain Bagel,63651,63651.6,,,4,1 each,,Plain Bagel,,300
allison,Dinner,670ab1f42b7b7acd385eac0d,Pantry 1,66e1fc2de45d43074be3a10a,Cinnamon Raisin Bread,62272,62272.13,,,5,1 slice,,Raisin Bread,,70
allison,Dinner,670ab1f42b7b7acd385eab5a,Pantry 1,66e1fc2de45d43074be3a10a,Frosted Flakes,63313,63313.7,,,6,1 cup,,Frosted Flakes Cereal,,130
allison,Dinner,670ab1f42b7b7acd385eab31,Pantry 1,66e1fc2de45d43074be3a10a,Froot Loops,82071,82071.2,,,7,1 cup,,Fruit Loops Cereal,,110
allison,Dinner,670ab1f42b7b7acd385eab63,Pantry 1,66e1fc2de45d43074be3a10a,Cinnamon Toast Crunch,82256,82256.3,,,8,1 cup,,Cinnamon Toast Crunch,,170
allison,Dinner,670ab1f42b7b7acd385eab2e,Pantry 1,66e1fc2de45d43074be3a10a,Raisin Bran,82071,82071.5,,,9,1 cup,,Raisin Bran,,190
allison,Dinner,670ab1f42b7b7acd385eab27,Pantry 1,66e1fc2de45d43074be3a10a,Special K,63313,63313.11,,,10,1 cup,,Special K Cereal,,120
allison,Dinner,670ab1f42b7b7acd385eac30,Pantry 1,66e1fc2de45d43074be3a10a,Banana,1318,1318.0,,,11,1 each,,Banana,,110
allison,Dinner,670ab1f42b7b7acd385eac37,Pantry 1,66e1fc2de45d43074be3a10a,Orange,64062,64062.0,,,12,1 each,,Orange,,60
allison,Dinner,670ab1f42b7b7acd385eac15,Pantry 1,66e1fc2de45d43074be3a10a,Apple,1638,1638.0,,,13,1 each,,Apples,,70
allison,Dinner,670ab1f42b7b7acd385eab67,Gluten Free Pantry,66e1fc2de45d43074be3a10b,Rice Krispies,63313,63313.8,,,1,1 cup,,Rice Krispies Cereal,,100
allison,Dinner,670ab1f42b7b7acd385eab36,Gluten Free Pantry,66e1fc2de45d43074be3a10b,Cheerios,63313,63313.2,,,2,1 cup,,Cheerios Cereal,,100
allison,Dinner,670ab1f42b7b7acd385eab71,Gluten Free Pantry,66e1fc2de45d43074be3a10b,Lucky Charms,82256,82256.4,,,3,1 cup,,Lucky Charms Cereal,,140
allison,Dinner,670ab1f42b7b7acd385eabf6,Gluten Free Pantry,66e1fc2de45d43074be3a10b,Udi's Hamburger Bun,1390,1390.5,,,4,1 each,,Gluten Free Hamburger Bun,,240
allison,Dinner,670ab1f42b7b7acd385eabfb,Gluten Free Pantry,66e1fc2de45d43074be3a10b,Udi's White Bread,1390,1390.3,,,5,1 slice,,Udi's Bread,,150
allison,Dinner,670ab1f42b7b7acd385eac01,Gluten Free Pantry,66e1fc2de45d43074be3a10b,Udi's Plain Bagel,1390,1390.4,,,6,1 each,,Udi's Bagel,,310
allison,Dinner,670ab1f42b7b7acd385ead1c,Beverage,66e1fc2de45d43074be3a110,Orange Juice,52456,52456.0,,,1,16 floz,,Orange Juice,,230
allison,Dinner,670ab1f42b7b7acd385ead48,Beverage,66e1fc2de45d43074be3a110,Apple Juice,52459,52459.0,,,2,16 floz,,Apple Juice,,230
allison,Dinner,670ab1f42b7b7acd385eacf1,Beverage,66e1fc2de45d43074be3a110,Cranberry Juice,81277,81277.0,,,3,16 floz,,"Waters, Cranberry Juice",,210
allison,Dinner,670ab1f42b7b7acd385ead30,Beverage,66e1fc2de45d43074be3a110,Coffee,1319,1319.0,,,4,8 ounce,,"Coffee, Water",,0
allison,Dinner,670ab1f42b7b7acd385ead3d,Beverage,66e1fc2de45d43074be3a110,Decaf Coffee,16603,16603.0,,,5,8 floz,,"Water, Decaf Coffee",,0
allison,Dinner,670ab1f42b7b7acd385ead51,Beverage,66e1fc2de45d43074be3a110,Hot Tea,1343,1343.0,,,6,8 ounce,,"Water, Tea",,0
allison,Dinner,670ab1f42b7b7acd385ead06,Beverage,66e1fc2de45d43074be3a110,Mountain Berry Powerade,82373,82373.5,,,7,16 floz,,Mountain Berry Powerade,,120
allison,Dinner,670ab1f42b7b7acd385eacee,Beverage,66e1fc2de45d43074be3a110,Diet Coke,80871,80871.0,,,8,1 floz,,Diet Cola Syrup,,0
allison,Dinner,670ab1f42b7b7acd385ead01,Beverage,66e1fc2de45d43074be3a110,Lemonade,85814,85814.4,,,9,16 floz,,Lemonade,,90
allison,Dinner,670ab1f42b7b7acd385ead12,Beverage,66e1fc2de45d43074be3a110,Coca-Cola,80448,80448.0,,,10,16 floz,,Cola Syrup,,210
allison,Dinner,670ab1f42b7b7acd385eace1,Beverage,66e1fc2de45d43074be3a110,Sprite,80876,80876.0,,,11,16 floz,,Sprite Syrup,,200
allison,Dinner,670ab1f42b7b7acd385ead44,Beverage,66e1fc2de45d43074be3a110,Barq's Root Beer,80888,80888.0,,,12,16 floz,,Root Beer Syrup,,230
allison,Dinner,670ab1f42b7b7acd385eacd8,Beverage,66e1fc2de45d43074be3a110,Sweet Iced Tea,87452,87452.6,,,13,16 floz,,Sweet Iced Tea,,180
allison,Dinner,670ab1f42b7b7acd385eacf6,Beverage,66e1fc2de45d43074be3a110,"Milk, Skim",52470,52470.0,Nonfat,,15,16 floz,,Fat Free Milk,,170
allison,Dinner,670ab1f42b7b7acd385ead38,Beverage,66e1fc2de45d43074be3a110,"Milk, Lowfat, 1%",52467,52467.0,,,16,16 floz,,Lowfat Milk,,200
allison,Dinner,670ab1f42b7b7acd385eacce,Beverage,66e1fc2de45d43074be3a110,"Chocolate Milk, Low Fat 1%",52465,52465.0,,,17,16 floz,,Low Fat Chocolate Milk,,380
allison,Dinner,670ab1f42b7b7acd385ead0c,Beverage,66e1fc2de45d43074be3a110,"Milk, Soy, Chocolate, 8 fl oz",20462,20462.0,,,18,1 each,,"Soymilk (Filtered Water, Soybeans), Cane Sugar, Cocoa (Processed with Alkali), Vitamin and Mineral Blend (Calcium Carbonate, Vitamin A Palmitate, Vitamin D2, Riboflavin [B2], Vitamin B12), Sea Salt, Gellan Gum, Ascorbic Acid (To Protect Freshness), Natural Flavor. Contains Soy.",,170
allison,Dinner,670ab1f42b7b7acd385eacfa,Beverage,66e1fc2de45d43074be3a110,"Milk, Soy, Vanilla, 8 fl oz",20463,20463.0,,,19,1 each,,"Soymilk (Filtered Water, Soybeans), Cane Sugar, Vitamin and Mineral Blend (Calcium Carbonate, Vitamin A Palmitate, Vitamin D2, Riboflavin [B2], Vitamin B12), Sea Salt, Gellan Gum, Natural Flavor, Ascorbic Acid (To Protect Freshness). Contains Soy.",,150
sargent,Breakfast,670aba3a2b7b7acd38b61fbd,Comfort,66e97bac351d53068546735d,Scrambled Eggs,2032,2032.23,,,1,1/2 cup,,"Liquid Egg, Canola Oil",,200
sargent,Breakfast,670aba3a2b7b7acd38b61fc6,Comfort,66e97bac351d53068546735d,Broccoli and Cheddar Egg Scramble,30880,30880.0,Broccoli and Cheddar Scramble,,2,5-1/2 ounce,,"Egg, Egg, Broccoli, Cheddar Cheese, Oil",,240
sargent,Breakfast,670aba3a2b7b7acd38b61fb2,Comfort,66e97bac351d53068546735d,Biscuits and Pork Sausage Gravy,3933,3933.7,"Flaky, buttery buttermilk biscuits with pork sausage gravy",,3,1 each,,"Half & Half, Biscuit, Pork Sausage, All Purpose Flour, Canola Oil, Butter, Salt, Black Pepper",,440
sargent,Breakfast,670aba3a2b7b7acd38b61fd0,Comfort,66e97bac351d53068546735d,Turkey Bacon,8735,8735.0,,,4,3 slice,,Turkey Bacon,,50
sargent,Breakfast,670aba3a2b7b7acd38b61fb6,Comfort,66e97bac351d53068546735d,Patatas Bravas,58855,58855.6,Fried potatoes with aioli and spicy tomato sauce,,5,1/2 cup,,"Hash Brown Potatoes, Heavy Duty Mayonnaise, Whole peeled tomatoes (tomatoes, tomato juice, salt, calcium chloride, citric acid), Chives, Onions, Olive Oil, Sherry Vinegar, Sugar, Salt, Garlic, Black Pepper, Paprika (Paprika and Silicon Dioxide), Cayenne Pepper, Bay Leaf",,250
sargent,Breakfast,670aba3a2b7b7acd38b61fd6,Comfort,66e97bac351d53068546735d,Roasted Tomatoes,31169,31169.3,Oven roasted tomatoes with herbs,,6,2 each,,"Tomatoes, Canola Oil, Basil, Garlic, Salt, Black Pepper, Chives",,35
sargent,Breakfast,670aba3a2b7b7acd38b61fbe,Comfort,66e97bac351d53068546735d,Blueberry Chia Seed Oat Milk Pudding,86573,86573.18,"Chia pudding made with oat milk, blueberries ,  cinnamon, agave, and vanilla",,7,4 ounce,,"Plain Oat Milk, Chia Seeds, Agave Nectar, Blueberries, Vanilla Extract, Cinnamon",,190
sargent,Breakfast,670aba3a2b7b7acd38b61fcb,Comfort,66e97bac351d53068546735d,Meatless Vegetarian Sausage Patty,69553,69553.0,,,8,1 each,,Meatless Sausage,,70
sargent,Breakfast,670aba3a2b7b7acd38b61fa7,Rooted,66e97bac351d53068546735c,Vegan Pancakes,616,616.64,,,1,2 each,,"Water, Gluten Allergen Free Pancake and Waffle Mix^, Butter Alternative",,130
sargent,Breakfast,670aba3a2b7b7acd38b61fad,Rooted,66e97bac351d53068546735c,Cheesy Tofu Fajita Scramble,129565,129565.1,,,3,1 cup,,"Tofu, vegan Mozzarella, Green Bell Peppers, Tomatoes, Soy Sauce, Canola Oil, Green Onions, Garlic, Chili Powder (Chili Pepper, Salt, Cumin, Oregano, Silicon Dioxide, Garlic), Turmeric",,320
sargent,Breakfast,670aba3a2b7b7acd38b61f9f,Rooted,66e97bac351d53068546735c,Beyond Meat Breakfast Sausage,130680,130680.1,,,4,1 each,,"Meatless Burger, Salt Free 17 Seasoning",,120
sargent,Breakfast,670aba3a2b7b7acd38b61f50,Bakery-Dessert,66e97bac351d53068546735a,Banana Muffin,103907,103907.0,,,2,1 each,,"Muffin Mix, Banana, Water",,180
sargent,Breakfast,670aba3a2b7b7acd38b61f4c,Bakery-Dessert,66e97bac351d53068546735a,Pumpkin Bread,156039,156039.0,"Warm spiced dessert bread, flavors of fall",,3,1 slice,,"All Purpose Flour, Pumpkin, Sugar, Banana, Canola Oil, Baking Powder, Cinnamon, Salt, Baking Soda, Ginger (Ginger and Sulfur Dioxide), Nutmeg, Vanilla Extract",,250
sargent,Breakfast,670aba3a2b7b7acd38b61f54,Omelet,66e97bac351d53068546735b,Omelet Bar,128444,128444.0,,,1,1 plate,,Water,,0
sargent,Breakfast,670aba3a2b7b7acd38b61f64,Omelet,66e97bac351d53068546735b,Eggs,73988,73988.0,,,2,3 floz,,Liquid Egg,,130
sargent,Breakfast,670aba3a2b7b7acd38b61f5f,Omelet,66e97bac351d53068546735b,Egg Whites,63110,63110.0,two egg whites made-to-order,,3,3 floz,,Liquid Egg White,,45
sargent,Breakfast,670aba3a2b7b7acd38b61f76,Omelet,66e97bac351d53068546735b,Chopped Spinach,47960,47960.3,,,4,1 ounce,,Spinach,,5
sargent,Breakfast,670aba3a2b7b7acd38b61f78,Omelet,66e97bac351d53068546735b,Chopped Broccoli ,66238,66238.0,,,5,1 ounce,,Broccoli,,10
sargent,Breakfast,670aba3a2b7b7acd38b61f89,Omelet,66e97bac351d53068546735b,Chopped Tomatoes,47955,47955.6,,,6,1 tbsp,,Tomatoes,,0
sargent,Breakfast,670aba3a2b7b7acd38b61f90,Omelet,66e97bac351d53068546735b, Diced Onions,13404,13404.3,,,7,1 tbsp,,Onions,,0
sargent,Breakfast,670aba3a2b7b7acd38b61f98,Omelet,66e97bac351d53068546735b,Sliced Mushrooms,62338,62338.0,,,8,1 tbsp,,Mushrooms,,0
sargent,Breakfast,670aba3a2b7b7acd38b61f9c,Omelet,66e97bac351d53068546735b,Chopped Green Bell Pepper,63065,63065.0,,,9,1 tbsp,,Green Bell Peppers,,0
sargent,Breakfast,670aba3a2b7b7acd38b61f94,Omelet,66e97bac351d53068546735b,Shredded Sharp Cheddar Cheese,3664,3664.0,,,10,1 tbsp,,Sharp Cheddar Cheese,,60
sargent,Breakfast,670aba3a2b7b7acd38b61f82,Omelet,66e97bac351d53068546735b,Crumbled Feta Cheese,62345,62345.0,,,11,1 tbsp,,Feta Cheese,,25
sargent,Breakfast,670aba3a2b7b7acd38b61f5a,Omelet,66e97bac351d53068546735b,Diced Smoked Ham,62288,62288.1,,,12,1 tbsp,,Ham,,15
sargent,Breakfast,670aba3a2b7b7acd38b61f6e,Omelet,66e97bac351d53068546735b,Pork Sausage Link,1125,1125.7,,,13,1 each,,Pork Sausage,,130
sargent,Breakfast,670aba3a2b7b7acd38b61f6a,Omelet,66e97bac351d53068546735b,Diced Bacon,14901,14901.0,,,14,1 tbsp,,Bacon,,45
sargent,Breakfast,670aba3a2b7b7acd38b61fe1,Fruit & Yogurt,66e97bac351d53068546735e,2% Greek Plain Yogurt,65282,65282.1,,,1,1/2 cup,,Plain Yogurt,,90
sargent,Breakfast,670aba3a2b7b7acd38b61fdc,Fruit & Yogurt,66e97bac351d53068546735e,Low Fat Vanilla Yogurt,4592,4592.2,,,2,1/2 cup,,Low Fat Vanilla Yogurt,,110
sargent,Breakfast,670aba3a2b7b7acd38b61ff9,Fruit & Yogurt,66e97bac351d53068546735e,Oats 'n Honey Granola,63400,63400.1,,,3,3 tbsp,,Granola,,60
sargent,Breakfast,670aba3a2b7b7acd38b62006,Fruit & Yogurt,66e97bac351d53068546735e,Sliced Strawberries,4403,4403.0,,,4,3/4 cup,,Strawberries,,35
sargent,Breakfast,670aba3a2b7b7acd38b61fe9,Fruit & Yogurt,66e97bac351d53068546735e,Cubed Pineapple,31969,31969.0,,,5,1/4 cup,,Pineapple,,20
sargent,Breakfast,670aba3a2b7b7acd38b62003,Fruit & Yogurt,66e97bac351d53068546735e,Cubed Cantaloupe,1175,1175.0,,,6,1/4 cup,,Cantaloupe,,15
sargent,Breakfast,670aba3a2b7b7acd38b61ff1,Fruit & Yogurt,66e97bac351d53068546735e,Orange,64062,64062.0,,,11,1 each,,Orange,,60
sargent,Breakfast,670aba3a2b7b7acd38b62009,Fruit & Yogurt,66e97bac351d53068546735e,Granny Smith Apple,34124,34124.8,,,12,1 each,,Apples,,100
sargent,Breakfast,670aba3a2b7b7acd38b61fed,Fruit & Yogurt,66e97bac351d53068546735e,Banana,40362,40362.0,,,13,1 each,,Banana,,110
sargent,Breakfast,670aba3a2b7b7acd38b61ffe,Soup,66e97bac351d53068546735f,Chocolate Oatmeal,8101,8101.0,Chocolate Lover's Oatmeal,,2,1/2 cup,,"Low Fat Chocolate Milk, Oatmeal, Semi Sweet Chocolate, Salt",,150
sargent,Lunch,670aba3a2b7b7acd38b62312,Comfort,66e97bac351d530685467374,Chicken Tinga,41742,41742.19,"Chicken thighs stewed in tomatillos, chipotle peppers, tomatoes, garlic and spices",,1,1/2 cup,,"Chicken, Diced tomatoes (tomatoes, tomato juice, calcium chloride, citric acid), Tomatillo, Onions, Garlic, Canola Oil, Chipotle Chile Pepper (Chipotle Chili Pepper and Silicon Dioxide), Bay Leaf, Oregano, Thyme, Marjoram",,120
sargent,Lunch,670aba3a2b7b7acd38b62321,Comfort,66e97bac351d530685467374,"Portobello, White Bean Ragout on Barley",54590,54590.4,"Stewed mushrooms, barley, and white beans with Latin flavors",,2,1-1/2 cup,,"Water, Diced tomatoes (tomatoes, tomato juice, calcium chloride, citric acid), Pearl Barley, Mushrooms, Cannellini Beans, Kale, Onions, Vegetable Base, Canola Oil, Chipotle Peppers, Garlic, Garlic, Salt, Thyme, Chili Powder (Chili Pepper, Salt, Cumin, Oregano, Silicon Dioxide, Garlic), Cumin, Bay Leaf, Black Pepper",,410
sargent,Lunch,670aba3a2b7b7acd38b6231a,Comfort,66e97bac351d530685467374,Spanish Green Rice,102563,102563.0,Aromatic Jasmine Rice with a Mix of Peppers and Cilantro,,3,4 ounce,,"Oregano, Water, Jasmine Rice, Green Bell Peppers, Green Chili Peppers, Onions, Garlic, Canola Oil, Vegetable Base, Salt, Cilantro",,130
sargent,Lunch,670aba3a2b7b7acd38b6231d,Comfort,66e97bac351d530685467374,Steamed Green Beans ,102964,102964.0,"Steamed, lightly seasoned green beans ",,5,1/2 cup,,"Green Beans, Canola Oil, Salt",,80
sargent,Lunch,670aba3a2b7b7acd38b6234a,Comfort,66e97bac351d530685467374,"Mexican Corn ""Elote""",42004,42004.0,Corn kernels with chili lime mayonnaise.,,5,1 piece,,"Corn, Butter, Mayonnaise, Lime, Parmesan Cheese, Chili Powder (Chili Pepper, Salt, Cumin, Oregano, Silicon Dioxide, Garlic)",,380
sargent,Lunch,670aba3a2b7b7acd38b62336,Comfort,66e97bac351d530685467374,Shredded Iceberg Lettuce,13404,13404.0,,,7,1/2 ounce,,Lettuce,,0
sargent,Lunch,670aba3a2b7b7acd38b622f7,Comfort,66e97bac351d530685467374,Diced Tomatoes,14890,14890.0,,,8,1/4 cup,,Tomatoes,,10
sargent,Lunch,670aba3a2b7b7acd38b623a0,Comfort,66e97bac351d530685467374,Sliced Jalapeno Pepper,13404,13404.4,,,9,1 tbsp,,Jalapeno Peppers,,0
sargent,Lunch,670aba3a2b7b7acd38b622f9,Comfort,66e97bac351d530685467374,Roasted Salsa Verde,100231,100231.1,Smoky Grilled  Roasted Salsa,,10,2 oz portion,,"Tomatillo, Onions, Lime Juice, Jalapeno, Cilantro, Garlic, Salt, Sugar",,15
sargent,Lunch,670aba3a2b7b7acd38b623a5,Comfort,66e97bac351d530685467374,Sour Cream,1105,1105.0,,,11,1 tbsp,,Sour Cream,,30
sargent,Lunch,670aba3a2b7b7acd38b62332,Comfort,66e97bac351d530685467374,"6"" Yellow Corn Tortilla",134867,134867.0,,,12,2 each,,"Corn Tortilla (Corn, Water, Preservatives, Xanthan Gum, Lime)",,70
sargent,Lunch,670aba3a2b7b7acd38b62323,Rooted,66e97bac351d530685467372,Coconut Curry Tofu,28061,28061.0,Coconut Curry Tofu,,1,6 oz portion,,"Tofu, Cabbage, Diced tomatoes (tomatoes, tomato juice, calcium chloride, citric acid), Mushrooms, Green Bell Peppers, Coconut Milk, Soy Sauce, Leeks, Curry Powder, Brown Sugar (sugar, cane syrups), Ginger (Ginger and Sulfur Dioxide)",,150
sargent,Lunch,670aba3a2b7b7acd38b622c4,Rooted,66e97bac351d530685467372,Basmati Rice,103813,103813.0,,,2,1/2 cup,,"Water, Basmati Rice, Salt",,110
sargent,Lunch,670aba3a2b7b7acd38b6230d,Rooted,66e97bac351d530685467372,Green Beans,103772,103772.0,Sauteed Green Beans with Olive Oil,,4,4 oz portion,,"Green Beans, Olive Oil, Salt, Fresh Ground Black Pepper",,60
sargent,Lunch,670aba3a2b7b7acd38b62392,Rooted,66e97bac351d530685467372,Root Vegetable Chips,96807,96807.1,"Parsnips, carrots, sweet potatoes and beets fried to perfection",,4,1-1/2 oz portion,,"Sweet Potatoes, Red Beets, Parsnips, Carrots, Salt, Black Pepper",,250
sargent,Lunch,670aba3a2b7b7acd38b6233c,Pure Eats,66e97bac351d530685467373,Grilled Chicken Thigh,16856,16856.15,,,1,3 oz meat,,"Chicken, Canola Oil, Lemon, Parsley, Basil, Oregano, Cilantro",,160
sargent,Lunch,670aba3a2b7b7acd38b623aa,Pure Eats,66e97bac351d530685467373,Roasted Red Potatoes ,103800,103800.0,Roasted Red Potatoes with Garlic,,2,1/2 cup,,"Potatoes, Canola Oil, Garlic, Salt, Parsley, Black Pepper",,120
sargent,Lunch,670aba3a2b7b7acd38b623bb,Pure Eats,66e97bac351d530685467373,Steamed Broccoli,103333,103333.0,Freshly steamed seasoned broccoli,,3,1/2 cup,,"Broccoli, Salt, Black Pepper",,30
sargent,Lunch,670aba3a2b7b7acd38b623b0,Pure Eats,66e97bac351d530685467373,Fresh Fruit Salad,41629,41629.2,,,4,1/2 cup,,"Cantaloupe, Honeydew Melon, Grapes, Pineapple",,40
sargent,Lunch,670aba3a2b7b7acd38b623b8,Pure Eats,66e97bac351d530685467373,Cucumber Salad,50861,50861.0,,,5,1 cup,,"Cucumber, Unseasoned Rice Wine Vinegar, Sugar, Salt",,40
sargent,Lunch,670aba3a2b7b7acd38b6246d,Flame,66e97bac351d530685467376,Turkey Burger on Bun,5816,5816.4,Seasoned ground turkey,,1,1 each,,"Turkey Burger, Whole Wheat Hamburger Bun",,300
sargent,Lunch,670aba3a2b7b7acd38b62466,Flame,66e97bac351d530685467376,Black Bean Burger,5305,5305.19,Black Bean patty grilled to perfection and served on a bun.,,2,1 sandwich,,"Chipotle Black Bean Burger, Whole Wheat Hamburger Bun",,360
sargent,Lunch,670aba3a2b7b7acd38b624c5,Flame,66e97bac351d530685467376,Curly-Q French Fries,769,769.0,Crisp and golden,,4,1/2 cup,,"Seasoned French Fries, Salt",,200
sargent,Lunch,670aba3a2b7b7acd38b6252e,Flame,66e97bac351d530685467376,Grilled Vegetables,5294,5294.16,"Grilled mushrooms, peppers, squash and asparagus",,5,1/2 cup,,"Zucchini, Mushrooms, Red Bell Peppers, Squash, Asparagus, Salt, Black Pepper, Canola Oil",,25
sargent,Lunch,670aba3a2b7b7acd38b624a9,Grill - Available Upon Request,66e97bac351d530685467379,Meatless Black Bean Burger,82258,82258.1,,,1,1 each,,Black Bean Burger,,160
sargent,Lunch,670aba3a2b7b7acd38b62407,Grill - Available Upon Request,66e97bac351d530685467379,Whole Wheat Hamburger Bun,62312,62312.2,,,2,1 each,,Whole Wheat Hamburger Bun,,140
sargent,Lunch,670aba3a2b7b7acd38b624ae,Grill - Available Upon Request,66e97bac351d530685467379,American Cheese Slice,1748,1748.0,,,3,1 slice,,American Cheese,,50
sargent,Lunch,670aba3a2b7b7acd38b624b4,Grill - Available Upon Request,66e97bac351d530685467379,Sliced Dill Pickles,46017,46017.14,Sliced Dill Pickles,,5,1 ounce,,Pickles,,0
sargent,Lunch,670aba3a2b7b7acd38b624a3,Grill - Available Upon Request,66e97bac351d530685467379,Sliced Red Onion,14918,14918.0,,,6,1 slice,,Onions,,5
sargent,Lunch,670aba3a2b7b7acd38b624bb,Grill - Available Upon Request,66e97bac351d530685467379,Lettuce Leaf,14957,14957.0,,,7,1 each,,Lettuce Leaf,,0
sargent,Lunch,670aba3a2b7b7acd38b6219e,Bakery-Dessert,66e97bac351d530685467370,Carnival Cookies,1102,1102.3,Soft sugar cookie dotted with M&Ms,,1,1 each,,M&M Cookie Dough,,120
sargent,Lunch,670aba3a2b7b7acd38b62199,Bakery-Dessert,66e97bac351d530685467370,Iced Brownies,103887,103887.0,Fudgy Brownies with Chocolate Icing,,2,1 each,,"Brownie Mix, Chocolate Icing, Water",,30
sargent,Lunch,670aba3a2b7b7acd38b62190,Bakery-Dessert,66e97bac351d530685467370,Vegan Chocolate Cake,130742,130742.0,"Rich, delicious chocolate cake",,3,"1 2"" x 3""",,"Soy Milk, All Purpose Flour, Granulated Sugar, Canola Oil, Baking Cocoa, Vanilla Extract, Cider Vinegar (apple juice, water), Baking Powder, Salt, Baking Soda, Oil",,230
sargent,Lunch,670aba3a2b7b7acd38b6251e,Planet Eats (Hot),66e97bac351d53068546737b,Cooked Farro,31886,31886.25,,,1,1/2 cup,,"Water, Farro, Onions, Salt",,130
sargent,Lunch,670aba3a2b7b7acd38b62523,Planet Eats (Hot),66e97bac351d53068546737b,Swiss Chard,5763,5763.0,Lightly seasoned,,2,1/2 cup,,Swiss Chard,,15
sargent,Lunch,670aba3a2b7b7acd38b62512,Planet Eats (Hot),66e97bac351d53068546737b,Zaatar Hummus,150881,150881.0,,,4,2 ounce,,"Hummus, Za'atar Seasoning, Olive Oil",,180
sargent,Lunch,670aba3a2b7b7acd38b62518,Planet Eats (Hot),66e97bac351d53068546737b,Pickled Carrots,117997,117997.0,,,5,1/4 pint,,"Water, Cider Vinegar (apple juice, water), Carrots, Sugar, Salt, Mustard, Garlic, Dill Weed, Red Pepper",,70
sargent,Lunch,670aba3a2b7b7acd38b62528,Planet Eats (Hot),66e97bac351d53068546737b,Italian Marinated Tofu,85507,85507.1,,,6,4 ounce,,"Tofu, Canola Oil, Unseasoned Rice Wine Vinegar, Balsamic Vinegar, Honey, Garlic, Dijon Mustard, Oregano, Black Pepper, Cayenne Pepper",,260
